Unnamed: 0,Symbol,Name,Company is Active,Company Founded Date,Country of Primary Listing Iso3,CUSIP,Date Of First Trade,Entity Country HQ,Entity Credit Parent,NACE,Exchange Name (FS),FE Ticker,ISIN,Primary Equity Listing,Proper Name,Public Company,Region Ticker,Sec is Primary Issue,Sec Type,SEDOL,NACE_letter,Report,NACE_lvl_3
920,GB00BYXH8F66,Pelatro Plc,1,2017.0,GBR,G6993D100,20171219.0,GBR,@NA,58.29,LONDON,PTRO-GB,GB00BYXH8F66,BYXH8F,Pelatro Plc,1.0,PTRO-GB,1,SHARE,BYXH8F6,J,Pelatro Plc1.pdf,58.2
924,NO0010776990,Huddly AS,1,2014.0,NOR,R3237R118,20180423.0,NOR,@NA,58.29,OSLO,HDLY-NO,NO0010776990,BDSHXH,Huddly AS,1.0,HDLY-NO,1,SHARE,BDSHXH1,J,Huddly AS1.pdf,58.2
925,FI0009007728,Teleste Corporation,1,1954.0,FIN,X89488104,19990330.0,FIN,05J5HY-E,61.1,OMX NORDIC HELSINKI,TLT1V-FI,FI0009007728,565393,Teleste Corporation,1.0,TLT1V-FI,1,SHARE,5653937,J,Teleste Corporation1.pdf,61.1
926,JP3839500000,HOUSEI Inc.,1,1996.0,JPN,J2R417102,20220728.0,JPN,@NA,58.29,TOKYO,5035-JP,JP3839500000,BM9Y47,HOUSEI Inc.,1.0,5035-JP,1,SHARE,BM9Y471,J,HOUSEI Inc.1.pdf,58.2
928,NZVHTE0001S6,Volpara Health Technologies Ltd.,1,2009.0,AUS,Q9479B118,20180116.0,NZL,@NA,58.29,US OTC,@NA,NZVHTE0001S6,BD6SZB,Volpara Health Technologies Ltd.,1.0,VPAHF-US,0,SHARE,BFN4H02,J,Volpara Health Technologies Ltd.1.pdf,58.2
930,AU000000NOV3,Novatti Group Ltd.,1,2015.0,AUS,Q6916Z104,20201127.0,AUS,0FXXLH-E,58.29,US OTC,@NA,AU000000NOV3,BYQ071,Novatti Group Ltd.,1.0,NTTIF-US,0,SHARE,BJLZXR4,J,Novatti Group Ltd.3.pdf,58.2
933,CA26885W1041,ePlay Digital Inc.,1,2013.0,CAN,26885W104,20150921.0,CAN,00G1NF-E,58.29,US OTC,@NA,CA26885W1041,BD2B8Z,ePlay Digital Inc.,1.0,EPYFF-US,0,SHARE,BYWRDS5,J,ePlay Digital Inc.3.pdf,58.2
934,IL0001690119,AI Conversation Systems Ltd,1,1978.0,ISR,M6825X103,19941207.0,ISR,@NA,58.29,TEL AVIV,@NA,IL0001690119,657086,AI Conversation Systems Ltd,1.0,AICS-IL,1,SHARE,6570864,J,AI Conversation Systems Ltd1.pdf,58.2
935,US29259X1046,Encompass Compliance Corp.,0,1991.0,USA,29259X104,20000301.0,USA,002H8T-E,58.29,US OTC,@NA,US29259X1046,29259X10,Encompass Compliance Corp.,1.0,ENCC-US,1,SHARE,BZ07DY0,J,Encompass Compliance Corp.1.pdf,58.2
936,INE898S01029,Aurum Proptech Limited,1,2013.0,IND,Y5400E107,20150819.0,IND,0FMFQV-E,58.29,BSE INDIA,539289-IN,INE898S01029,BYW6D2,Aurum Proptech Limited,1.0,539289-IN,1,SHARE,BYW6D26,J,Aurum Proptech Limited2.pdf,58.2
937,ES0105102000,Agile Content SA,1,2007.0,ESP,E94564106,20151123.0,ESP,@NA,58.29,SPAIN,AGIL-ES,ES0105102000,BYTQ68,Agile Content SA,1.0,AGIL-ES,1,SHARE,BYTQ686,J,Agile Content SA1.pdf,58.2
939,AU000000RXH4,Rewardle Holdings Ltd,1,2014.0,AUS,Q8085G107,20141007.0,AUS,0DVP6P-E,58.29,ASX,RXH-AU,AU000000RXH4,BPSW2J,Rewardle Holdings Ltd,1.0,RXH-AU,1,SHARE,BPSW2J5,J,Rewardle Holdings Ltd2.pdf,58.2
941,AU000000LNU1,Linius Technologies Ltd.,1,2011.0,AUS,Q5S647116,,AUS,@NA,58.29,US OTC,@NA,AU000000LNU1,BYZ79Z,Linius Technologies Ltd.,1.0,LNNTF-US,0,SHARE,BFFWHR1,J,Linius Technologies Ltd.1.pdf,58.2
942,CA2643171085,Duesenberg Technologies Inc,1,2010.0,USA,264317108,20130315.0,MYS,00DZDB-E,58.29,US OTC,@NA,CA2643171085,26431710,Duesenberg Technologies Inc,1.0,DUSYF-US,1,SHARE,BMFQ211,J,Duesenberg Technologies Inc1.pdf,58.2
944,BA100TLKMRA2,Telekom Srpske AD,1,1996.0,BIH,X89741106,20080415.0,BIH,06LZWH-E,61.2,BANJA LUKA,@NA,BA100TLKMRA2,B4W3Y0,Telekom Srpske AD,1.0,TLKM.R.A-BA,1,SHARE,B4W3Y02,J,Telekom Srpske AD2.pdf,61.2
945,FR0014005DA7,Exclusive Networks S.A.,1,2003.0,FRA,F3R28W106,20210923.0,FRA,0P3HRN-E,58.29,EURONEXT PARIS,EXN-FR,FR0014005DA7,BNZJCC,Exclusive Networks S.A.,1.0,EXN-FR,1,SHARE,BNZJCC8,J,Exclusive Networks S.A.2.pdf,58.2
946,US6075251024,"Model N, Inc.",1,1999.0,USA,607525102,20130320.0,USA,062YCW-E,58.29,NYSE,MODN-US,US6075251024,60752510,"Model N, Inc.",1.0,MODN-US,1,SHARE,B94Z434,J,"Model N, Inc.1.pdf",58.2
947,CA00510L1067,AcuityAds Holdings Inc,1,2009.0,CAN,00510L106,20120720.0,CAN,0DT6RQ-E,58.29,TORONTO,ILLM-CA,CA00510L1067,BP9P4Z,AcuityAds Holdings Inc,1.0,ILLM-CA,1,SHARE,BP9P4Z3,J,AcuityAds Holdings Inc1.pdf,58.2
949,US92337U2033,"Verb Technology Company, Inc.",1,2012.0,USA,92337U203,20141119.0,USA,00F9BP-E,58.29,NASDAQ,VERB-US,US92337U2033,92337U20,"Verb Technology Company, Inc.",1.0,VERB-US,1,SHARE,BN4JPD1,J,"Verb Technology Company, Inc.1.pdf",58.2
950,PLABS0000018,Asseco Business Solutions SA,0,2001.0,POL,X0253L101,20171214.0,POL,@NA,58.29,LONDON,@NA,PLABS0000018,B291NS,Asseco Business Solutions SA,1.0,0ODO-GB,0,SHARE,B2QBKT9,J,Asseco Business Solutions SA1.pdf,58.2
952,TH0268010Z03,"Advanced Info Service Public Co., Ltd.",1,1986.0,THA,Y0014U191,20220927.0,THA,003QLQ-E,61.2,US OTC,@NA,TH0268010Z03,641256,"Advanced Info Service Public Co., Ltd.",1.0,AVIZF-US,0,SHARE,B3BGJ00,J,"Advanced Info Service Public Co., Ltd.1.pdf",61.2
955,GB0004740477,Blackbird PLC,1,1998.0,GBR,G1312H106,20210211.0,GBR,@NA,58.29,US OTC,@NA,GB0004740477,047404,Blackbird PLC,1.0,BBRDF-US,0,SHARE,B07J8K5,J,Blackbird PLC1.pdf,58.2
956,NO0010063308,Telenor ASA,1,1855.0,NOR,R21882106,20071102.0,NOR,003K5P-E,61.2,LONDON,@NA,NO0010063308,473249,Telenor ASA,1.0,0G8C-GB,0,SHARE,B28MTB5,J,Telenor ASA1.pdf,61.2
957,AU000000DSE1,Dropsuite Ltd.,1,1983.0,AUS,Q3278H103,20040907.0,AUS,@NA,58.29,US OTC,@NA,AU000000DSE1,BYV57V,Dropsuite Ltd.,1.0,EXMXF-US,0,SHARE,BDCFNX7,J,Dropsuite Ltd.1.pdf,58.2
959,AU000000VIG9,Victor Group Holdings Ltd,1,2013.0,AUS,Q9395E105,20140509.0,CHN,0DM4MR-E,58.29,ASX,@NA,AU000000VIG9,BKM3WG,Victor Group Holdings Ltd,1.0,VIG-AU,1,SHARE,BKM3WG6,J,Victor Group Holdings Ltd1.pdf,58.2
960,KZ0009093241,Kazakhtelecom JSC,1,1994.0,KAZ,Y45933101,20090519.0,KAZ,05P87F-E,61.2,KAZAKHSTAN,KZTK-KZ,KZ0009093241,555219,Kazakhtelecom JSC,1.0,KZTK-KZ,1,SHARE,5552197,J,Kazakhtelecom JSC1.pdf,61.2
961,BD0001GP0004,Grameenphone Ltd.,1,1996.0,BGD,Y2844C110,20091201.0,BGD,060JD8-E,61.2,DHAKA,GP-BD,BD0001GP0004,B453FG,Grameenphone Ltd.,1.0,GP-BD,1,SHARE,B453FG2,J,Grameenphone Ltd.2.pdf,61.2
963,KYG6427W1042,NetDragon Websoft Holdings Limited,1,1999.0,HKG,G6427W104,20161205.0,CHN,009Q2H-E,58.29,HONG KONG CONNECT - SHENZHEN,777-SZSC,KYG6427W1042,B28SXZ,NetDragon Websoft Holdings Limited,1.0,@NA,0,SHARE,BD8GG68,J,NetDragon Websoft Holdings Limited3.pdf,58.2
964,JP3152640003,Institution for a Global Society Corp.,1,2010.0,JPN,FDS1Q8R26,20211229.0,JPN,@NA,58.29,TOKYO,4265-JP,JP3152640003,BMZ9M4,Institution for a Global Society Corp.,1.0,4265-JP,1,SHARE,BMZ9M43,J,Institution for a Global Society Corp.3.pdf,58.2
970,FR0010221234,Eutelsat Communications SA,1,2005.0,FRA,F3692M128,20051202.0,FRA,007P5V-E,61.1,FRANKFURT,@NA,FR0010221234,B0M7KJ,Eutelsat Communications SA,1.0,E3B-DE,0,SHARE,B0N6JX0,J,Eutelsat Communications SA2.pdf,61.1
971,NZPPHE0001S6,Pushpay Holdings Ltd,1,2011.0,NZL,Q7778F145,20151023.0,NZL,0DQV3Z-E,58.29,US OTC,@NA,NZPPHE0001S6,BMWC68,Pushpay Holdings Ltd,1.0,PHPYF-US,0,SHARE,BMY9QV9,J,Pushpay Holdings Ltd1.pdf,58.2
973,JP3164630000,"Square Enix Holdings Co., Ltd.",1,1975.0,JPN,J7659R109,19910416.0,JPN,07F73C-E,58.29,TOKYO,9684-JP,JP3164630000,630926,"Square Enix Holdings Co., Ltd.",1.0,9684-JP,1,SHARE,6309262,J,"Square Enix Holdings Co., Ltd.1.pdf",58.2
974,JP3835050000,"Headwaters Co., Ltd.",1,2005.0,JPN,J1912S103,20201002.0,JPN,0G90V7-E,58.29,TOKYO,4011-JP,JP3835050000,BMGWZV,"Headwaters Co., Ltd.",1.0,4011-JP,1,SHARE,BMGWZV9,J,"Headwaters Co., Ltd.1.pdf",58.2
975,FDS1P4X5,"Expensify, Inc.",1,2008.0,USA,FDS1P4X52,,USA,00C9B5-E,58.29,@NA,@NA,@NA,30219Q10,"Expensify, Inc.",1.0,@NA,0,SHARE,@NA,J,"Expensify, Inc.1.pdf",58.2
976,SE0010948711,Ovzon AB,1,2016.0,SWE,W6S046104,20180518.0,SWE,0H55C8-E,61.1,OMX NORDIC STOCKHOLM,OVZON-SE,SE0010948711,BD21M2,Ovzon AB,1.0,OVZON-SE,1,SHARE,BD21M27,J,Ovzon AB1.pdf,61.1
977,DE0005104400,ATOSS Software AG,1,1987.0,DEU,D0426N101,20000321.0,DEU,05JCWR-E,58.29,XETRA,AOF-DE,DE0005104400,592735,ATOSS Software AG,1.0,AOF-DE,1,SHARE,5927353,J,ATOSS Software AG2.pdf,58.2
979,CA36468M1005,Gamelancer Media Corp,1,1999.0,CAN,36468M100,20210507.0,CAN,@NA,58.19,CNQ,@NA,CA36468M1005,BLCXNS,Gamelancer Media Corp,1.0,GMNG-CA,1,SHARE,BLCXNS2,J,Gamelancer Media Corp1.pdf,58.1
980,FDS0SBE9,"Zuora, Inc.",1,2007.0,USA,FDS0SBE98,,USA,009XCW-E,58.29,@NA,@NA,@NA,98983V10,"Zuora, Inc.",1.0,@NA,0,SHARE,@NA,J,"Zuora, Inc.3.pdf",58.2
981,GB00BH4HKS39,Vodafone Group Plc,1,1984.0,GBR,G93882192,20220701.0,GBR,002KKH-E,61.2,MEXICO,@NA,GB00BH4HKS39,BH4HKS,Vodafone Group Plc,1.0,VOD1N-MX,0,SHARE,BPG6JP4,J,Vodafone Group Plc1.pdf,61.2
985,ES0105093001,Gigas Hosting SA,1,2011.0,ESP,E5656P105,20151103.0,ESP,0CKG8M-E,58.29,SPAIN,GIGA-ES,ES0105093001,BYV2ZM,Gigas Hosting SA,1.0,GIGA-ES,1,SHARE,BYV2ZM9,J,Gigas Hosting SA1.pdf,58.2
986,HU0000099387,Key-Soft Plc,0,1989.0,HUN,X46746107,20171214.0,HUN,@NA,58.29,LONDON,@NA,HU0000099387,B58HYH,Key-Soft Plc,1.0,0MLL-GB,0,SHARE,B3MF791,J,Key-Soft Plc1.pdf,58.2
988,CA53635T1084,Liquid Meta Capital Holdings Ltd,1,2020.0,CAN,53635T108,,CAN,@NA,58.29,AEQUITAS LIT,@NA,CA53635T1084,BM9JCJ,Liquid Meta Capital Holdings Ltd,1.0,LIQD-CA,1,SHARE,BM9JCJ4,J,Liquid Meta Capital Holdings Ltd1.pdf,58.2
989,US09060C4087,"BIO-key International, Inc.",1,1993.0,USA,09060C408,20040518.0,USA,001F4B-E,58.29,FRANKFURT,@NA,US09060C4087,09060C40,"BIO-key International, Inc.",1.0,BJO-DE,0,SHARE,BMDX2G9,J,"BIO-key International, Inc.1.pdf",58.2
992,FI4000513015,Digital Workforce Services Oyj,1,2015.0,FIN,X1823H109,20211203.0,FIN,@NA,58.29,OMX NORDIC HELSINKI,DWF-FI,FI4000513015,BP4BZ4,Digital Workforce Services Oyj,1.0,DWF-FI,1,SHARE,BP4BZ42,J,Digital Workforce Services Oyj1.pdf,58.2
995,CA37960T1066,Global Compliance Applications Corp,1,2014.0,CAN,37960T106,20141106.0,CAN,00GBC0-E,58.29,FRANKFURT,@NA,CA37960T1066,BNDW2L,Global Compliance Applications Corp,1.0,TK6-DE,0,SHARE,BNXG8R8,J,Global Compliance Applications Corp1.pdf,58.2
996,RO1C3WJVLSM1,Softbinator Technologies,0,2011.0,ROU,X8T68K100,,ROU,@NA,58.29,BUCHAREST SPOT,@NA,RO1C3WJVLSM1,BNYL3M,Softbinator Technologies,1.0,CODE-RO,0,SHARE,BNYL3M2,J,Softbinator Technologies1.pdf,58.2
997,FDS19083,RaySearch Laboratories AB,1,1988.0,SWE,FDS190831,,SWE,05JTKX-E,58.29,@NA,@NA,@NA,759123,RaySearch Laboratories AB,1.0,@NA,0,SHARE,@NA,J,RaySearch Laboratories AB1.pdf,58.2
998,AU000000HTA8,Hutchison Telecommunications (Australia) Limited,1,1988.0,AUS,Q4799Z101,19990817.0,AUS,05J2DR-E,61.2,ASX,HTA-AU,AU000000HTA8,616777,Hutchison Telecommunications (Australia) Limited,1.0,HTA-AU,1,SHARE,6167772,J,Hutchison Telecommunications (Australia) Limited1.pdf,61.2
999,PLCTINT00018,CI Games S.A.,1,2002.0,POL,X30203149,20211101.0,POL,@NA,58.29,US OTC,@NA,PLCTINT00018,B29M6M,CI Games S.A.,1.0,CIGMF-US,0,SHARE,BM9K866,J,CI Games S.A.3.pdf,58.2
1301,BMG8766E1093,Textainer Group Holdings Limited,1,1979.0,USA,G8766E109,20191211.0,BMU,06679M-E,77.39,JSE,TXT-ZA,BMG8766E1093,G8766E10,Textainer Group Holdings Limited,1.0,TXT-ZA,0,SHARE,BKDZ8P2,N,Textainer Group Holdings Limited1.pdf,77.3
1302,US00653Q1022,AdaptHealth Corp.,1,2012.0,USA,00653Q102,20180416.0,USA,0LM26B-E,77.39,NASDAQ,AHCO-US,US00653Q1022,00653Q10,AdaptHealth Corp.,1.0,AHCO-US,1,SHARE,BKDRF35,N,AdaptHealth Corp.3.pdf,77.3
1306,KYG989A21015,Zonqing Environmental Limited,1,2008.0,HKG,G989A2101,20210106.0,CHN,0LKBJ8-E,81.3,HONG KONG,@NA,KYG989A21015,BN2RPZ,Zonqing Environmental Limited,1.0,1855-HK,1,SHARE,BN2RPZ9,N,Zonqing Environmental Limited1.pdf,81.3
1309,INE359A01012,Escorts Finance Limited,1,1987.0,IND,Y2296Y115,19981223.0,IND,@NA,77.39,BSE INDIA,@NA,INE359A01012,616370,Escorts Finance Limited,1.0,511716-IN,1,SHARE,6163703,N,Escorts Finance Limited2.pdf,77.3
1322,AU000000MMS5,Mcmillan Shakespeare Limited,1,1988.0,AUS,Q58998107,20040315.0,AUS,006FG8-E,77.11,ASX,MMS-AU,AU000000MMS5,B00G1Q,Mcmillan Shakespeare Limited,1.0,MMS-AU,1,SHARE,B00G1Q0,N,Mcmillan Shakespeare Limited1.pdf,77.1
1332,TRAFFKRL91P0,QNB Finans Finansal Kiralama A.S.,1,1990.0,TUR,M4578P104,19940221.0,TUR,062BGT-E,77.39,ISTANBUL,QNBFL.E-TR,TRAFFKRL91P0,B03MSM,QNB Finans Finansal Kiralama A.S.,1.0,QNBFL.E-TR,1,SHARE,B03MSM0,N,QNB Finans Finansal Kiralama A.S.1.pdf,77.3
1337,US10948C1071,"BrightView Holdings, Inc.",1,2013.0,USA,10948C107,20180628.0,USA,0GL2M1-E,81.3,NYSE,BV-US,US10948C1071,10948C10,"BrightView Holdings, Inc.",1.0,BV-US,1,SHARE,BG0ZML1,N,"BrightView Holdings, Inc.1.pdf",81.3
1340,US23204X1037,Custom Truck One Source Inc,1,1996.0,USA,23204X103,20171006.0,USA,0NPHPN-E,77.39,NYSE,CTOS-US,US23204X1037,23204X10,Custom Truck One Source Inc,1.0,CTOS-US,1,SHARE,BL66YS4,N,Custom Truck One Source Inc1.pdf,77.3
1356,CA2861812014,Element Fleet Management Corporation,1,2007.0,CAN,286181201,20120423.0,CAN,0C8SPL-E,77.12,US OTC,@NA,CA2861812014,B7FNMQ,Element Fleet Management Corporation,1.0,ELEEF-US,0,SHARE,B732GF8,N,Element Fleet Management Corporation2.pdf,77.1
1362,JP3699800003,"Nippon Care Supply Co., Ltd.",1,1998.0,JPN,J5227M107,20040227.0,JPN,@NA,77.39,TOKYO,2393-JP,JP3699800003,673587,"Nippon Care Supply Co., Ltd.",1.0,2393-JP,1,SHARE,6735878,N,"Nippon Care Supply Co., Ltd.2.pdf",77.3
1367,KYG211241057,China Aircraft Leasing Group Holdings Ltd.,1,2006.0,HKG,G21124105,20140711.0,HKG,0DN2GH-E,77.39,HONG KONG,1848-HK,KYG211241057,BNY7YW,China Aircraft Leasing Group Holdings Ltd.,1.0,1848-HK,1,SHARE,BNY7YW7,N,China Aircraft Leasing Group Holdings Ltd.1.pdf,77.3
1369,ID1000189103,PT Sarana Mitra Luas Tbk,0,1996.0,IDN,Y747FE110,20230512.0,IDN,@NA,77.39,INDONESIA,@NA,ID1000189103,BPLQ10,PT Sarana Mitra Luas Tbk,1.0,SMIL-ID,0,SHARE,BPLQ108,N,PT Sarana Mitra Luas Tbk3.pdf,77.3
1371,KYG5213K1004,Kaisa Capital Investment Holdings Limited,1,2010.0,HKG,G5213K100,20100719.0,HKG,09VX3R-E,77.32,HONG KONG,@NA,KYG5213K1004,BP0TM4,Kaisa Capital Investment Holdings Limited,1.0,936-HK,1,SHARE,BP0TM49,N,Kaisa Capital Investment Holdings Limited1.pdf,77.3
1378,JP3215200001,"Kanamoto Co., Ltd.",1,1964.0,JPN,J29557105,19920707.0,JPN,05J393-E,77.32,TOKYO,9678-JP,JP3215200001,648290,"Kanamoto Co., Ltd.",1.0,9678-JP,1,SHARE,6482903,N,"Kanamoto Co., Ltd.1.pdf",77.3
1387,SE0010985028,Green Landscaping Group AB,1,2008.0,SWE,W4R14Q104,20180323.0,SWE,081G85-E,81.3,OMX NORDIC STOCKHOLM,GREEN-SE,SE0010985028,BF1F2G,Green Landscaping Group AB,1.0,GREEN-SE,1,SHARE,BF1F2G8,N,Green Landscaping Group AB1.pdf,81.3
1389,ES0105588000,Aeternal Mentis SA,1,2020.0,ESP,E5R64Y103,20210723.0,ESP,0NGK97-E,77.33,SPAIN,@NA,ES0105588000,BMCM85,Aeternal Mentis SA,1.0,AMEN-ES,1,SHARE,BMCM858,N,Aeternal Mentis SA1.pdf,77.3
1397,ID1000116205,PT Visi Telekomunikasi Infrastruktur Tbk,1,1995.0,IDN,Y7125Z100,20100707.0,IDN,@NA,77.39,INDONESIA,GOLD-ID,ID1000116205,B3WT65,PT Visi Telekomunikasi Infrastruktur Tbk,1.0,GOLD-ID,1,SHARE,B3WT652,N,PT Visi Telekomunikasi Infrastruktur Tbk2.pdf,77.3
1399,JP3163490000,"SBI Leasing Services Co.,Ltd.",0,2016.0,JPN,J6991U101,20221019.0,JPN,@NA,77.39,TOKYO,5834-JP,JP3163490000,BPX4JB,"SBI Leasing Services Co.,Ltd.",1.0,5834-JP,0,SHARE,BPX4JB7,N,"SBI Leasing Services Co.,Ltd.2.pdf",77.3
1723,AU000000NAM1,Namoi Cotton Ltd,1,1962.0,AUS,Q6518L107,19980406.0,AUS,05JG1Z-E,1.63,ASX,NAM-AU,AU000000NAM1,610827,Namoi Cotton Ltd,1.0,NAM-AU,1,SHARE,6108276,A,Namoi Cotton Ltd1.pdf,01.6
1724,NO0010768500,Atlantic Sapphire ASA,1,2010.0,NOR,R07217103,20180502.0,NOR,0H3Y0F-E,3.11,US OTC,@NA,NO0010768500,BDFG5D,Atlantic Sapphire ASA,1.0,AASZF-US,0,SHARE,BD97BR6,A,Atlantic Sapphire ASA1.pdf,03.1
1727,AU000000AAC9,Australian Agricultural Company Limited,1,1824.0,AUS,Q08448112,20010810.0,AUS,05JYQR-E,1.62,ASX,AAC-AU,AU000000AAC9,638228,Australian Agricultural Company Limited,1.0,AAC-AU,1,SHARE,6382285,A,Australian Agricultural Company Limited1.pdf,01.6
